#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
36,0008-01-953-000-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Import/Export of Goods and Services$Apportionment of IGST-Transfer out of Tax Component to SGST$NULL$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Import/Export of Goods and Services,Apportionment of IGST-Transfer out of Tax Component to SGST,NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,5.0
37,0008-01-954-000-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Import/Export of Goods and Services$Apportionment of IGST-Transfer out of Interest Component to SGST$NULL$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Import/Export of Goods and Services,Apportionment of IGST-Transfer out of Interest Component to SGST,NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,15.0
38,0008-01-955-000-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Import/Export of Goods and Services$Apportionment of IGST-Transfer out of Penalty Component to SGST$NULL$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Import/Export of Goods and Services,Apportionment of IGST-Transfer out of Penalty Component to SGST,NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,3.0
39,0008-02-106-7027-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Domestic Supply of Goods and Services$Input Tax Credit cross utilisation between IGST & SGST$Transfer-in to IGST from SGST$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Domestic Supply of Goods and Services,Input Tax Credit cross utilisation between IGST & SGST,Transfer-in to IGST from SGST,NULL,NULL,NULL,General Area,0.0,0.0,0.0,39500.0
40,0008-02-106-7028-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Domestic Supply of Goods and Services$Input Tax Credit cross utilisation between IGST & SGST$Transfer out from IGST to SGST$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Domestic Supply of Goods and Services,Input Tax Credit cross utilisation between IGST & SGST,Transfer out from IGST to SGST,NULL,NULL,NULL,General Area,0.0,0.0,0.0,45000.0
41,0008-02-109-0000-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Domestic Supply of Goods and Services$Sale proceeds of confiscated Goods$NULL$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Domestic Supply of Goods and Services,Sale proceeds of confiscated Goods,NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,1.0
42,0008-02-953-0000-000-00-00-GA,Integrated Goods and Services Tax (IGST)$IGST on Domestic Supply of Goods and Services$Apportionment of IGST-Transfer out of Tax Component to SGST$NULL$NULL$NULL$NULL,Integrated Goods and Services Tax (IGST),IGST on Domestic Supply of Goods and Services,Apportionment of IGST-Transfer out of Tax Component to SGST,NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,495936.0
43,0008-02-954-0000-000-00-00-GA,"Integrated Goods and Services Tax (IGST)$IGST on Domestic Supply of Goods and Services$Apportionment
of IGST-Transfer out of Interest Component to SGST$NULL$NULL$NULL$NULL",Integrated Goods and Services Tax (IGST),IGST on Domestic Supply of Goods and Services,"Apportionment
of IGST-Transfer out of Interest Component to SGST",NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,389.0
44,0008-02-955-0000-000-00-00-GA,"Integrated Goods and Services Tax (IGST)$IGST on Domestic Supply of Goods and Services$Apportionment
of IGST-Transfer out of Penalty Component to SGST$NULL$NULL$NULL$NULL",Integrated Goods and Services Tax (IGST),IGST on Domestic Supply of Goods and Services,"Apportionment
of IGST-Transfer out of Penalty Component to SGST",NULL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,282.0
45,0020-00-901-0000-000-00-00-GA,Corporation Tax$NULL$Share of Net Proceeds Assigned to State$NULL$NULL$NULL$NULL,Corporation Tax,NULL,Share of Net Proceeds Assigned to State,NULL,NULL,NULL,NULL,General Area,647099.0,892960.0,682945.0,732684.0
46,0021-00-901-0000-000-00-00-GA,Taxes on Income other than Corporation Tax$NULL$Share of Net Proceeds Assigned to State$NULL$NULL$NULL$NULL,Taxes on Income other than Corporation Tax,NULL,Share of Net Proceeds Assigned to State,NULL,NULL,NULL,NULL,General Area,449736.0,557324.0,576700.0,648384.0
47,0022-00-101-0000-000-00-00-GA,Taxes on Agricultural Income$NULL$Tax Collections$NULL$NULL$NULL$NULL,Taxes on Agricultural Income,NULL,Tax Collections,NULL,NULL,NULL,NULL,General Area,2309.44,4884.16,2540.38,2683.0
48,0022-00-101-0000-000-00-00-SA,Taxes on Agricultural Income$NULL$Tax Collections$NULL$NULL$NULL$NULL,Taxes on Agricultural Income,NULL,Tax Collections,NULL,NULL,NULL,NULL,Special Area,0.23,0.19,0.25,0.0
49,0022-00-800-0000-000-00-00-GA,Taxes on Agricultural Income$NULL$Other Receipts$NULL$NULL$NULL$NULL,Taxes on Agricultural Income,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,12.87,117.42,14.16,15.57
50,0028-00-102-0000-000-00-00-GA,Other Taxes on Income and Expenditure$NULL$Penalties$Null$Null$NULL$NULL,Other Taxes on Income and Expenditure,NULL,Penalties,Null,Null,NULL,NULL,General Area,1011.06,0.0,1112.17,1223.38
51,0028-00-107-0000-000-00-00-GA,"Other Taxes on Income and Expenditure$NULL$Taxes on Profession Traders,Callings and Employment$NULL$NULL$NULL$NULL",Other Taxes on Income and Expenditure,NULL,"Taxes on Profession Traders,Callings and Employment",NULL,NULL,NULL,NULL,General Area,17370.86,28582.25,19107.95,0.0
52,0028-00-107-0000-000-00-00-SA,"Other Taxes on Income and Expenditure$NULL$Taxes on Profession Traders,Callings and Employment$NULL$NULL$NULL$NULL",Other Taxes on Income and Expenditure,NULL,"Taxes on Profession Traders,Callings and Employment",NULL,NULL,NULL,NULL,Special Area,7.63,0.94,8.39,0.0
53,0028-00-107-7034-000-00-00-GA,"Other Taxes on Income and Expenditure$NULL$Taxes on Profession Traders,Callings and Employment$Professional Tax$NULL$NULL$NULL",Other Taxes on Income and Expenditure,NULL,"Taxes on Profession Traders,Callings and Employment",Professional Tax,NULL,NULL,NULL,General Area,0.0,0.0,0.0,20315.0
54,0028-00-109-0000-000-00-00-GA,"Other Taxes on Income and Expenditure$NULL$Expenditure Tax Act, 1987$Null$Null$NULL$NULL",Other Taxes on Income and Expenditure,NULL,"Expenditure Tax Act, 1987",Null,Null,NULL,NULL,General Area,37.31,0.0,41.41,45.56
55,0029-00-101-0000-000-00-00-GA,Land Revenue$NULL$Land Revenue/Tax$NULL$NULL$NULL$NULL,Land Revenue,NULL,Land Revenue/Tax,NULL,NULL,NULL,NULL,General Area,7930.42,15363.61,8723.46,9595.81
56,0029-00-101-0000-000-00-00-SA,Land Revenue$NULL$Land Revenue/Tax$NULL$NULL$NULL$NULL,Land Revenue,NULL,Land Revenue/Tax,NULL,NULL,NULL,NULL,Special Area,44.77,32.5,49.25,54.17
57,0029-00-103-0000-000-00-00-GA,Land Revenue$NULL$Rates and Cesses on Land$NULL$NULL$NULL$NULL,Land Revenue,NULL,Rates and Cesses on Land,NULL,NULL,NULL,NULL,General Area,10201.75,0.0,11221.93,12344.12
58,0029-00-103-4002-000-00-00-GA,"Land Revenue$NULL$Rates and Cesses on Land$Cess on Specified Land, Coal and Tea$NULL$NULL$NULL",Land Revenue,NULL,Rates and Cesses on Land,"Cess on Specified Land, Coal and Tea",NULL,NULL,NULL,General Area,0.0,9037.06,0.0,0.0
59,0029-00-105-0000-000-00-00-GA,Land Revenue$NULL$Sale of Government Estates$NULL$NULL$NULL$NULL,Land Revenue,NULL,Sale of Government Estates,NULL,NULL,NULL,NULL,General Area,707.38,1751.33,778.12,855.93
60,0029-00-800-0000-000-00-00-GA,Land Revenue$NULL$Other Receipts$NULL$NULL$NULL$NULL,Land Revenue,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,2117.22,9669.19,2328.94,2561.84
61,0029-00-800-0000-000-00-00-SA,Land Revenue$NULL$Other Receipts$NULL$NULL$NULL$NULL,Land Revenue,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.06,0.0,0.0
62,0030-01-101-0000-000-00-00-GA,Stamps and Registration Fees$Stamps-Judicial$Court Fees Realised in Stamps$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Stamps-Judicial,Court Fees Realised in Stamps,NULL,NULL,NULL,NULL,General Area,9.64,23.88,10.6,11.66
63,0030-01-102-0000-000-00-00-GA,Stamps and Registration Fees$Stamps-Judicial$Sale of Stamps$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Stamps-Judicial,Sale of Stamps,NULL,NULL,NULL,NULL,General Area,1011.17,1668.52,1112.29,1223.52
64,0030-01-102-0000-000-00-00-SA,Stamps and Registration Fees$Stamps-Judicial$Sale of Stamps$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Stamps-Judicial,Sale of Stamps,NULL,NULL,NULL,NULL,Special Area,15.12,35.38,16.63,18.3
65,0030-01-800-0000-000-00-00-GA,Stamps and Registration Fees$Stamps-Judicial$Other Receipts$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Stamps-Judicial,Other Receipts,NULL,NULL,NULL,NULL,General Area,109.52,118.78,120.47,132.52
66,0030-01-800-0000-000-00-00-SA,Stamps and Registration Fees$Stamps-Judicial$Other Receipts$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Stamps-Judicial,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.02,0.02,0.02,0.02
67,0030-02-101-0000-000-00-00-GA,Stamps and Registration Fees$Non-Judicial Stamps$Court Fees Realised In Stamps$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Non-Judicial Stamps,Court Fees Realised In Stamps,NULL,NULL,NULL,NULL,General Area,10.09,0.0,11.1,12.21
68,0030-02-102-0000-000-00-00-GA,Stamps and Registration Fees$Non-Judicial Stamps$Sale of Stamps$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Non-Judicial Stamps,Sale of Stamps,NULL,NULL,NULL,NULL,General Area,14743.36,23277.19,16217.7,17839.47
69,0030-02-102-0000-000-00-00-SA,Stamps and Registration Fees$Non-Judicial Stamps$Sale of Stamps$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Non-Judicial Stamps,Sale of Stamps,NULL,NULL,NULL,NULL,Special Area,6.17,12.34,6.79,7.47
70,0030-02-103-0000-000-00-00-GA,Stamps and Registration Fees$Non-Judicial Stamps$Duty on Impressing of Documents$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Non-Judicial Stamps,Duty on Impressing of Documents,NULL,NULL,NULL,NULL,General Area,0.79,7.86,0.87,0.96
71,0030-02-800-0000-000-00-00-GA,Stamps and Registration Fees$Non-Judicial Stamps$Other Receipts$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Non-Judicial Stamps,Other Receipts,NULL,NULL,NULL,NULL,General Area,34.59,38.22,38.05,41.85
72,0030-03-104-0000-000-00-00-GA,Stamps and Registration Fees$Registration Fees$Fees for Registering Documents$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Registration Fees,Fees for Registering Documents,NULL,NULL,NULL,NULL,General Area,2633.05,3688.56,2896.36,3185.99
73,0030-03-800-0000-000-00-00-GA,Stamps and Registration Fees$Registration Fees$Other Receipts$NULL$NULL$NULL$NULL,Stamps and Registration Fees,Registration Fees,Other Receipts,NULL,NULL,NULL,NULL,General Area,4104.76,6252.13,4515.24,4966.76
74,0032-00-901-0000-000-00-00-GA,Taxes on Wealth$NULL$Share On Net Proceeds$NULL$NULL$NULL$NULL,Taxes on Wealth,NULL,Share On Net Proceeds,NULL,NULL,NULL,NULL,General Area,1482.0,0.0,-22.0,-23.0
75,0037-00-901-0000-000-00-00-GA,Customs$NULL$Share Of Net Proceeds$NULL$NULL$NULL$NULL,Customs,NULL,Share Of Net Proceeds,NULL,NULL,NULL,NULL,General Area,278357.0,352681.0,164364.0,128562.0
76,0038-00-901-0000-000-00-00-GA,Union Excise Duties$NULL$Share Of Net Proceeds$NULL$NULL$NULL$NULL,Union Excise Duties,NULL,Share Of Net Proceeds,NULL,NULL,NULL,NULL,General Area,317860.0,304321.0,170254.0,125281.0
77,0039-00-101-0000-000-00-00-GA,State Excise$NULL$Country Spirit$NULL$NULL$NULL$NULL,State Excise,NULL,Country Spirit,NULL,NULL,NULL,NULL,General Area,3271.46,8620.19,3598.61,0.0
78,0039-00-101-0000-000-00-00-SA,State Excise$NULL$Country Spirit$NULL$NULL$NULL$NULL,State Excise,NULL,Country Spirit,NULL,NULL,NULL,NULL,Special Area,1.16,6.39,1.28,0.0
79,0039-00-101-1372-000-00-00-GA,"State Excise$NULL$Country Spirit$Establishment
charges$NULL$NULL$NULL",State Excise,NULL,Country Spirit,"Establishment
charges",NULL,NULL,NULL,General Area,0.0,0.0,0.0,221.15
80,0039-00-101-7035-000-00-00-GA,State Excise$NULL$Country Spirit$Excise Duty$NULL$NULL$NULL,State Excise,NULL,Country Spirit,Excise Duty,NULL,NULL,NULL,General Area,0.0,0.0,0.0,3015.2
81,0039-00-101-7036-000-00-00-GA,State Excise$NULL$Country Spirit$Licence Fee$NULL$NULL$NULL,State Excise,NULL,Country Spirit,Licence Fee,NULL,NULL,NULL,General Area,0.0,0.0,0.0,203.23
82,0039-00-101-7037-000-00-00-GA,State Excise$NULL$Country Spirit$Licence application fee$NULL$NULL$NULL,State Excise,NULL,Country Spirit,Licence application fee,NULL,NULL,NULL,General Area,0.0,0.0,0.0,19.06
83,0039-00-101-7038-000-00-00-GA,"State Excise$NULL$Country Spirit$Registration
of Brand name and Label$NULL$NULL$NULL",State Excise,NULL,Country Spirit,"Registration
of Brand name and Label",NULL,NULL,NULL,General Area,0.0,0.0,0.0,8.13
84,0039-00-102-0000-000-00-00-GA,State Excise$NULL$Country Fermented Liquor$NULL$NULL$NULL$NULL,State Excise,NULL,Country Fermented Liquor,NULL,NULL,NULL,NULL,General Area,22.82,105.03,25.1,0.0
85,0039-00-104-0000-000-00-00-GA,State Excise$NULL$Liquor$NULL$NULL$NULL$NULL,State Excise,NULL,Liquor,NULL,NULL,NULL,NULL,General Area,17.29,32.13,19.02,0.0
86,0039-00-105-0000-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$NULL$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,NULL,NULL,NULL,NULL,General Area,70207.65,115834.7,77228.42,0.0
87,0039-00-105-0000-000-00-00-SA,State Excise$NULL$Foreign Liquors and Spirit$NULL$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,NULL,NULL,NULL,NULL,Special Area,1498.44,4407.47,1648.28,0.0
88,0039-00-105-1372-000-00-00-GA,"State Excise$NULL$Foreign Liquors and Spirit$Establishment
charges$NULL$NULL$NULL",State Excise,NULL,Foreign Liquors and Spirit,"Establishment
charges",NULL,NULL,NULL,General Area,0.0,0.0,0.0,227.91
89,0039-00-105-7035-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Excise Duty$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Excise Duty,NULL,NULL,NULL,General Area,0.0,0.0,0.0,121311.64
90,0039-00-105-7036-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Licence Fee$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Licence Fee,NULL,NULL,NULL,General Area,0.0,0.0,0.0,3611.55
91,0039-00-105-7037-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Licence application fee$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Licence application fee,NULL,NULL,NULL,General Area,0.0,0.0,0.0,38.13
92,0039-00-105-7038-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Registration of Brand name and Label$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Registration of Brand name and Label,NULL,NULL,NULL,General Area,0.0,0.0,0.0,989.8
93,0039-00-105-7039-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Profile Registration$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Profile Registration,NULL,NULL,NULL,General Area,0.0,0.0,0.0,107.1
94,0039-00-105-7040-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Revalidation/Cancellation on fee$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Revalidation/Cancellation on fee,NULL,NULL,NULL,General Area,0.0,0.0,0.0,6.35
95,0039-00-105-7042-000-00-00-GA,State Excise$NULL$Foreign Liquors and Spirit$Availability fee$NULL$NULL$NULL,State Excise,NULL,Foreign Liquors and Spirit,Availability fee,NULL,NULL,NULL,General Area,0.0,0.0,0.0,63.55
96,0039-00-106-0000-000-00-00-GA,State Excise$NULL$Commercial and Denatured Spirit & Medicated Wines$NULL$NULL$NULL$NULL,State Excise,NULL,Commercial and Denatured Spirit & Medicated Wines,NULL,NULL,NULL,NULL,General Area,108.7,59.94,119.57,28.86
97,0039-00-107-0000-000-00-00-GA,"State Excise$NULL$Medicinal & Toilet Preparation Containing Alcohol, Opium Etc$NULL$NULL$NULL$NULL",State Excise,NULL,"Medicinal & Toilet Preparation Containing Alcohol, Opium Etc",NULL,NULL,NULL,NULL,General Area,624.61,38.39,687.07,0.0
98,0039-00-108-0000-000-00-00-GA,"State Excise$NULL$Opium, Hemp And Other Drugs$NULL$NULL$NULL$NULL",State Excise,NULL,"Opium, Hemp And Other Drugs",NULL,NULL,NULL,NULL,General Area,2.62,4.53,2.88,0.0
99,0039-00-150-0000-000-00-00-GA,State Excise$NULL$Fines and Confiscations$NULL$NULL$NULL$NULL,State Excise,NULL,Fines and Confiscations,NULL,NULL,NULL,NULL,General Area,162.89,44.11,179.18,21.24
